accession,protein_accession,collection_date,sgene_begin,sgene_end,location,region
MW185692.1,QOT68736.1,2020-08-11,21524,25345,Australia: Victoria,Oceania
MW185691.1,QOT68724.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185688.1,QOT68688.1,2020-09-24,21514,25335,Australia: Victoria,Oceania
MW185686.1,QOT68665.1,2020-08-11,21524,25345,Australia: Victoria,Oceania
MW185685.1,QOT68653.1,2020-08-31,21524,25345,Australia: Victoria,Oceania
MW185683.1,QOT68629.1,2020-08-19,21552,25373,Australia: Victoria,Oceania
MW185682.1,QOT68617.1,2020-08-26,21524,25345,Australia: Victoria,Oceania
MW185681.1,QOT68605.1,2020-07-28,21552,25373,Australia: Victoria,Oceania
MW185680.1,QOT68593.1,2020-08-07,21518,25339,Australia: Victoria,Oceania
MW185679.1,QOT68581.1,2020-07-26,21525,25346,Australia: Victoria,Oceania
MW185678.1,QOT68569.1,2020-08-26,21459,25280,Australia: Victoria,Oceania
MW185677.1,QOT68557.1,2020-08-28,21507,25328,Australia: Victoria,Oceania
MW185676.1,QOT68545.1,2020-08-06,21514,25335,Australia: Victoria,Oceania
MW185675.1,QOT68533.1,2020-08-04,21516,25337,Australia: Victoria,Oceania
MW185674.1,QOT68521.1,2020-08-11,21524,25345,Australia: Victoria,Oceania
MW185672.1,QOT68497.1,2020-08-24,21546,25367,Australia: Victoria,Oceania
MW185671.1,QOT68485.1,2020-08-07,21516,25337,Australia: Victoria,Oceania
MW185670.1,QOT68473.1,2020-08-01,21552,25373,Australia: Victoria,Oceania
MW185669.1,QOT68461.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185667.1,QOT68437.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185666.1,QOT68425.1,2020-09-02,21509,25330,Australia: Victoria,Oceania
MW185665.1,QOT68413.1,2020-08-24,21522,25343,Australia: Victoria,Oceania
MW185664.1,QOT68401.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185663.1,QOT68389.1,2020,21524,25345,Australia: Victoria,Oceania
MW185662.1,QOT68377.1,2020-09-23,21514,25335,Australia: Victoria,Oceania
MW185661.1,QOT68365.1,2020-08-25,21492,25313,Australia: Victoria,Oceania
MW185660.1,QOT68353.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185659.1,QOT68341.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185658.1,QOT68329.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW185657.1,QOT68317.1,2020-08-13,21509,25330,Australia: Victoria,Oceania
MW185655.1,QOT68293.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185654.1,QOT68281.1,2020-07-20,21525,25346,Australia: Victoria,Oceania
MW185653.1,QOT68269.1,2020-07-19,21559,25380,Australia: Victoria,Oceania
MW185652.1,QOT68257.1,2020-08-25,21522,25343,Australia: Victoria,Oceania
MW185650.1,QOT68233.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185649.1,QOT68221.1,2020-08-23,21525,25346,Australia: Victoria,Oceania
MW185648.1,QOT68209.1,2020-07-29,21527,25348,Australia: Victoria,Oceania
MW185647.1,QOT68197.1,2020-08-03,21559,25380,Australia: Victoria,Oceania
MW185646.1,QOT68185.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185645.1,QOT68173.1,2020-07-28,21562,25383,Australia: Victoria,Oceania
MW185643.1,QOT68149.1,2020-09-20,21525,25346,Australia: Victoria,Oceania
MW185642.1,QOT68137.1,2020-08-21,21530,25351,Australia: Victoria,Oceania
MW185641.1,QOT68125.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185640.1,QOT68113.1,2020-09-03,21551,25372,Australia: Victoria,Oceania
MW185638.1,QOT68089.1,2020-07-30,21524,25345,Australia: Victoria,Oceania
MW185636.1,QOT68065.1,2020-08-21,21525,25346,Australia: Victoria,Oceania
MW185632.1,QOT68017.1,2020-08-03,21516,25337,Australia: Victoria,Oceania
MW185630.1,QOT67994.1,2020-07-29,21547,25368,Australia: Victoria,Oceania
MW185629.1,QOT67982.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185628.1,QOT67970.1,2020-07-30,21516,25337,Australia: Victoria,Oceania
MW185627.1,QOT67958.1,2020-09-07,21525,25346,Australia: Victoria,Oceania
MW185625.1,QOT67934.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185624.1,QOT67922.1,2020-08-25,21516,25337,Australia: Victoria,Oceania
MW185621.1,QOT67886.1,2020-06-27,21525,25346,Australia: Victoria,Oceania
MW185620.1,QOT67874.1,2020-08-08,21524,25345,Australia: Victoria,Oceania
MW185619.1,QOT67862.1,2020-07-25,21525,25346,Australia: Victoria,Oceania
MW185618.1,QOT67850.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185617.1,QOT67838.1,2020-08-25,21524,25345,Australia: Victoria,Oceania
MW185615.1,QOT67814.1,2020-09-01,21524,25345,Australia: Victoria,Oceania
MW185614.1,QOT67802.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185611.1,QOT67766.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185609.1,QOT67742.1,2020-08-04,21533,25354,Australia: Victoria,Oceania
MW185608.1,QOT67730.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185607.1,QOT67718.1,2020-08-13,21522,25343,Australia: Victoria,Oceania
MW185606.1,QOT67706.1,2020-08-18,21525,25346,Australia: Victoria,Oceania
MW185603.1,QOT67670.1,2020-07-29,21516,25337,Australia: Victoria,Oceania
MW185600.1,QOT67634.1,2020-10-03,21523,25344,Australia: Victoria,Oceania
MW185599.1,QOT67622.1,2020-07-30,21518,25339,Australia: Victoria,Oceania
MW185598.1,QOT67610.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185597.1,QOT67598.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185596.1,QOT67586.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185595.1,QOT67574.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185593.1,QOT67550.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185590.1,QOT67514.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185589.1,QOT67502.1,2020-08-27,21509,25330,Australia: Victoria,Oceania
MW185588.1,QOT67490.1,2020-08-11,21524,25345,Australia: Victoria,Oceania
MW185587.1,QOT67478.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185586.1,QOT67466.1,2020-07-28,21524,25345,Australia: Victoria,Oceania
MW185585.1,QOT67454.1,2020-08-11,21525,25346,Australia: Victoria,Oceania
MW185584.1,QOT67442.1,2020-08-03,21559,25380,Australia: Victoria,Oceania
MW185582.1,QOT67418.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185581.1,QOT67406.1,2020-09-06,21526,25347,Australia: Victoria,Oceania
MW185580.1,QOT67394.1,2020-07-29,21515,25336,Australia: Victoria,Oceania
MW185579.1,QOT67382.1,2020-08-11,21509,25330,Australia: Victoria,Oceania
MW185578.1,QOT67370.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185576.1,QOT67346.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185575.1,QOT67334.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185574.1,QOT67322.1,2020-09-02,21516,25337,Australia: Victoria,Oceania
MW185573.1,QOT67310.1,2020-07-30,21519,25340,Australia: Victoria,Oceania
MW185572.1,QOT67298.1,2020-09-02,21525,25346,Australia: Victoria,Oceania
MW185570.1,QOT67274.1,2020-09-22,21524,25345,Australia: Victoria,Oceania
MW185569.1,QOT67262.1,2020-07-27,21516,25337,Australia: Victoria,Oceania
MW185568.1,QOT67250.1,2020-08-08,21518,25339,Australia: Victoria,Oceania
MW185565.1,QOT67214.1,2020-08-07,21524,25345,Australia: Victoria,Oceania
MW185563.1,QOT67190.1,2020-07-31,21524,25345,Australia: Victoria,Oceania
MW185562.1,QOT67178.1,2020-07-24,21552,25373,Australia: Victoria,Oceania
MW185560.1,QOT67154.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185559.1,QOT67142.1,2020-08-09,21516,25337,Australia: Victoria,Oceania
MW185558.1,QOT67130.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185557.1,QOT67118.1,2020-07-30,21559,25380,Australia: Victoria,Oceania
MW185556.1,QOT67106.1,2020-08-01,21525,25346,Australia: Victoria,Oceania
MW185554.1,QOT67082.1,2020-08-04,21524,25345,Australia: Victoria,Oceania
MW185553.1,QOT67070.1,2020-08-03,21514,25335,Australia: Victoria,Oceania
MW185552.1,QOT67058.1,2020-08-02,21554,25375,Australia: Victoria,Oceania
MW185550.1,QOT67034.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185549.1,QOT67022.1,2020-09-05,21524,25345,Australia: Victoria,Oceania
MW185548.1,QOT67010.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185547.1,QOT66998.1,2020-09-04,21525,25346,Australia: Victoria,Oceania
MW185546.1,QOT66986.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185543.1,QOT66950.1,2020-08-19,21525,25346,Australia: Victoria,Oceania
MW185542.1,QOT66938.1,2020-08-04,21524,25345,Australia: Victoria,Oceania
MW185541.1,QOT66926.1,2020-07-27,21514,25335,Australia: Victoria,Oceania
MW185540.1,QOT66914.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185539.1,QOT66902.1,2020-07-26,21554,25375,Australia: Victoria,Oceania
MW185538.1,QOT66890.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185535.1,QOT66854.1,2020-08-23,21516,25337,Australia: Victoria,Oceania
MW185534.1,QOT66842.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185532.1,QOT66818.1,2020-09-05,21514,25335,Australia: Victoria,Oceania
MW185531.1,QOT66806.1,2020-08-12,21514,25335,Australia: Victoria,Oceania
MW185528.1,QOT66770.1,2020-07-18,21525,25346,Australia: Victoria,Oceania
MW185527.1,QOT66758.1,2020-08-31,21525,25346,Australia: Victoria,Oceania
MW185526.1,QOT66746.1,2020-08-05,21516,25337,Australia: Victoria,Oceania
MW185525.1,QOT66734.1,2020-07-27,21525,25346,Australia: Victoria,Oceania
MW185523.1,QOT66710.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185521.1,QOT66686.1,2020-08-03,21544,25365,Australia: Victoria,Oceania
MW185520.1,QOT66674.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW185518.1,QOT66650.1,2020-08-11,21525,25346,Australia: Victoria,Oceania
MW185517.1,QOT66638.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185516.1,QOT66626.1,2020-07-31,21544,25365,Australia: Victoria,Oceania
MW185515.1,QOT66614.1,2020-07-18,21524,25345,Australia: Victoria,Oceania
MW185514.1,QOT66602.1,2020-07-28,21560,25381,Australia: Victoria,Oceania
MW185513.1,QOT66590.1,2020-09-03,21514,25335,Australia: Victoria,Oceania
MW185510.1,QOT66554.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185509.1,QOT66542.1,2020-08-18,21560,25381,Australia: Victoria,Oceania
MW185508.1,QOT66530.1,2020-07-23,21525,25346,Australia: Victoria,Oceania
MW185507.1,QOT66518.1,2020-08-14,21509,25330,Australia: Victoria,Oceania
MW185506.1,QOT66506.1,2020-08-14,21525,25346,Australia: Victoria,Oceania
MW185505.1,QOT66494.1,2020-09-01,21525,25346,Australia: Victoria,Oceania
MW185503.1,QOT66470.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185501.1,QOT66446.1,2020-07-31,21524,25345,Australia: Victoria,Oceania
MW185500.1,QOT66434.1,2020-08-02,21516,25337,Australia: Victoria,Oceania
MW185499.1,QOT66422.1,2020-08-03,21514,25335,Australia: Victoria,Oceania
MW185498.1,QOT66410.1,2020-07-30,21524,25345,Australia: Victoria,Oceania
MW185497.1,QOT66398.1,2020-07-27,21527,25348,Australia: Victoria,Oceania
MW185496.1,QOT66386.1,2020-09-03,21509,25330,Australia: Victoria,Oceania
MW185494.1,QOT66362.1,2020-07-29,21555,25376,Australia: Victoria,Oceania
MW185493.1,QOT66350.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185492.1,QOT66338.1,2020-09-20,21524,25345,Australia: Victoria,Oceania
MW185491.1,QOT66326.1,2020-08-06,21514,25335,Australia: Victoria,Oceania
MW185490.1,QOT66314.1,2020-08-12,21519,25340,Australia: Victoria,Oceania
MW185489.1,QOT66302.1,2020-09-01,21525,25346,Australia: Victoria,Oceania
MW185488.1,QOT66290.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185484.1,QOT66242.1,2020-08-06,21524,25345,Australia: Victoria,Oceania
MW185482.1,QOT66218.1,2020-08-28,21525,25346,Australia: Victoria,Oceania
MW185480.1,QOT66194.1,2020-08-11,21509,25330,Australia: Victoria,Oceania
MW185479.1,QOT66182.1,2020-08-12,21552,25373,Australia: Victoria,Oceania
MW185478.1,QOT66170.1,2020-09-02,21524,25345,Australia: Victoria,Oceania
MW185477.1,QOT66158.1,2020-08-18,21524,25345,Australia: Victoria,Oceania
MW185472.1,QOT66098.1,2020-08-07,21548,25369,Australia: Victoria,Oceania
MW185471.1,QOT66086.1,2020-09-16,21509,25330,Australia: Victoria,Oceania
MW185470.1,QOT66074.1,2020-08-01,21513,25334,Australia: Victoria,Oceania
MW185469.1,QOT66062.1,2020-08-02,21524,25345,Australia: Victoria,Oceania
MW185468.1,QOT66050.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185467.1,QOT66038.1,2020-08-01,21509,25330,Australia: Victoria,Oceania
MW185466.1,QOT66026.1,2020-09-06,21546,25367,Australia: Victoria,Oceania
MW185463.1,QOT65990.1,2020-08-28,21509,25330,Australia: Victoria,Oceania
MW185462.1,QOT65978.1,2020-08-02,21524,25345,Australia: Victoria,Oceania
MW185459.1,QOT65942.1,2020-08-05,21525,25346,Australia: Victoria,Oceania
MW185458.1,QOT65930.1,2020-07-26,21516,25337,Australia: Victoria,Oceania
MW185454.1,QOT65882.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185453.1,QOT65870.1,2020-07-28,21559,25380,Australia: Victoria,Oceania
MW185451.1,QOT65846.1,2020-09-02,21524,25345,Australia: Victoria,Oceania
MW185450.1,QOT65834.1,2020-07-31,21525,25346,Australia: Victoria,Oceania
MW185448.1,QOT65810.1,2020-08-10,21551,25372,Australia: Victoria,Oceania
MW185446.1,QOT65786.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185445.1,QOT65774.1,2020-08-06,21516,25337,Australia: Victoria,Oceania
MW185444.1,QOT65762.1,2020-08-25,21509,25330,Australia: Victoria,Oceania
MW185443.1,QOT65750.1,2020-07-24,21525,25346,Australia: Victoria,Oceania
MW185442.1,QOT65738.1,2020-07-26,21514,25335,Australia: Victoria,Oceania
MW185441.1,QOT65726.1,2020-08-03,21522,25343,Australia: Victoria,Oceania
MW185440.1,QOT65714.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185437.1,QOT65678.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185436.1,QOT65666.1,2020-07-18,21526,25347,Australia: Victoria,Oceania
MW185435.1,QOT65654.1,2020-08-03,21518,25339,Australia: Victoria,Oceania
MW185434.1,QOT65642.1,2020-09-06,21505,25326,Australia: Victoria,Oceania
MW185433.1,QOT65630.1,2020-08-05,21525,25346,Australia: Victoria,Oceania
MW185432.1,QOT65618.1,2020-08-06,21524,25345,Australia: Victoria,Oceania
MW185428.1,QOT65570.1,2020-07-28,21555,25376,Australia: Victoria,Oceania
MW185427.1,QOT65558.1,2020-07-31,21525,25346,Australia: Victoria,Oceania
MW185424.1,QOT65522.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185423.1,QOT65510.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185422.1,QOT65498.1,2020-08-29,21524,25345,Australia: Victoria,Oceania
MW185421.1,QOT65486.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185419.1,QOT65462.1,2020-09-01,21524,25345,Australia: Victoria,Oceania
MW185418.1,QOT65450.1,2020-07-25,21525,25346,Australia: Victoria,Oceania
MW185417.1,QOT65438.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185416.1,QOT65426.1,2020-07-29,21546,25367,Australia: Victoria,Oceania
MW185415.1,QOT65414.1,2020-07-20,21525,25346,Australia: Victoria,Oceania
MW185414.1,QOT65402.1,2020-08-07,21514,25335,Australia: Victoria,Oceania
MW185411.1,QOT65366.1,2020-07-21,21552,25373,Australia: Victoria,Oceania
MW185410.1,QOT65354.1,2020-07-30,21524,25345,Australia: Victoria,Oceania
MW185409.1,QOT65342.1,2020-07-22,21524,25345,Australia: Victoria,Oceania
MW185408.1,QOT65330.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185406.1,QOT65306.1,2020-07-24,21509,25330,Australia: Victoria,Oceania
MW185403.1,QOT65270.1,2020-08-31,21525,25346,Australia: Victoria,Oceania
MW185402.1,QOT65258.1,2020-08-10,21509,25330,Australia: Victoria,Oceania
MW185401.1,QOT65246.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185400.1,QOT65234.1,2020-09-24,21547,25368,Australia: Victoria,Oceania
MW185399.1,QOT65222.1,2020-07-28,21554,25375,Australia: Victoria,Oceania
MW185398.1,QOT65210.1,2020-07-20,21514,25335,Australia: Victoria,Oceania
MW185397.1,QOT65198.1,2020-07-26,21524,25345,Australia: Victoria,Oceania
MW185396.1,QOT65186.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185395.1,QOT65174.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185394.1,QOT65162.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185393.1,QOT65150.1,2020-08-24,21525,25346,Australia: Victoria,Oceania
MW185392.1,QOT65138.1,2020-07-28,21526,25347,Australia: Victoria,Oceania
MW185391.1,QOT65126.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185389.1,QOT65102.1,2020-08-24,21525,25346,Australia: Victoria,Oceania
MW185386.1,QOT65066.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185382.1,QOT65018.1,2020-08-01,21516,25337,Australia: Victoria,Oceania
MW185381.1,QOT65006.1,2020-07-28,21509,25330,Australia: Victoria,Oceania
MW185380.1,QOT64994.1,2020-08-12,21524,25345,Australia: Victoria,Oceania
MW185379.1,QOT64982.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185377.1,QOT64958.1,2020-07-26,21525,25346,Australia: Victoria,Oceania
MW185376.1,QOT64946.1,2020-07-24,21546,25367,Australia: Victoria,Oceania
MW185375.1,QOT64934.1,2020-07-24,21525,25346,Australia: Victoria,Oceania
MW185374.1,QOT64922.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185373.1,QOT64910.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185372.1,QOT64898.1,2020-08-05,21526,25347,Australia: Victoria,Oceania
MW185371.1,QOT64886.1,2020-07-25,21556,25377,Australia: Victoria,Oceania
MW185370.1,QOT64874.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185369.1,QOT64862.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185368.1,QOT64850.1,2020,21535,25356,Australia: Victoria,Oceania
MW185367.1,QOT64838.1,2020-08-17,21509,25330,Australia: Victoria,Oceania
MW185366.1,QOT64826.1,2020-09-18,21503,25324,Australia: Victoria,Oceania
MW185365.1,QOT64814.1,2020-07-28,21514,25335,Australia: Victoria,Oceania
MW185364.1,QOT64802.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185363.1,QOT64790.1,2020-07-25,21525,25346,Australia: Victoria,Oceania
MW185362.1,QOT64778.1,2020-07-24,21552,25373,Australia: Victoria,Oceania
MW185360.1,QOT64754.1,2020-07-26,21525,25346,Australia: Victoria,Oceania
MW185359.1,QOT64742.1,2020-07-25,21525,25346,Australia: Victoria,Oceania
MW185357.1,QOT64718.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185356.1,QOT64706.1,2020-07-28,21518,25339,Australia: Victoria,Oceania
MW185354.1,QOT64682.1,2020-08-02,21525,25346,Australia: Victoria,Oceania
MW185352.1,QOT64658.1,2020-09-08,21525,25346,Australia: Victoria,Oceania
MW185351.1,QOT64646.1,2020-08-20,21514,25335,Australia: Victoria,Oceania
MW185350.1,QOT64634.1,2020-08-04,21516,25337,Australia: Victoria,Oceania
MW185349.1,QOT64622.1,2020-07-23,21525,25346,Australia: Victoria,Oceania
MW185348.1,QOT64610.1,2020-08-02,21552,25373,Australia: Victoria,Oceania
MW185347.1,QOT64598.1,2020-09-06,21509,25330,Australia: Victoria,Oceania
MW185346.1,QOT64586.1,2020-08-01,21514,25335,Australia: Victoria,Oceania
MW185345.1,QOT64574.1,2020-07-18,21547,25368,Australia: Victoria,Oceania
MW185344.1,QOT64562.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185343.1,QOT64550.1,2020-08-07,21514,25335,Australia: Victoria,Oceania
MW185339.1,QOT64502.1,2020-07-28,21524,25345,Australia: Victoria,Oceania
MW185336.1,QOT64466.1,2020-08-11,21525,25346,Australia: Victoria,Oceania
MW185335.1,QOT64454.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185334.1,QOT64442.1,2020-07-26,21525,25346,Australia: Victoria,Oceania
MW185330.1,QOT64394.1,2020-09-18,21514,25335,Australia: Victoria,Oceania
MW185329.1,QOT64382.1,2020-08-31,21525,25346,Australia: Victoria,Oceania
MW185327.1,QOT64358.1,2020-08-10,21525,25346,Australia: Victoria,Oceania
MW185324.1,QOT64322.1,2020-08-07,21509,25330,Australia: Victoria,Oceania
MW185323.1,QOT64310.1,2020-08-03,21553,25374,Australia: Victoria,Oceania
MW185322.1,QOT64298.1,2020-08-13,21562,25383,Australia: Victoria,Oceania
MW185321.1,QOT64286.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185320.1,QOT64274.1,2020-08-13,21509,25330,Australia: Victoria,Oceania
MW185318.1,QOT64250.1,2020-08-29,21509,25330,Australia: Victoria,Oceania
MW185316.1,QOT64226.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185314.1,QOT64202.1,2020-08-19,21525,25346,Australia: Victoria,Oceania
MW185313.1,QOT64190.1,2020-09-04,21552,25373,Australia: Victoria,Oceania
MW185312.1,QOT64178.1,2020-08-16,21525,25346,Australia: Victoria,Oceania
MW185311.1,QOT64166.1,2020-08-17,21516,25337,Australia: Victoria,Oceania
MW185310.1,QOT64154.1,2020-07-27,21557,25378,Australia: Victoria,Oceania
MW185309.1,QOT64142.1,2020-08-04,21525,25346,Australia: Victoria,Oceania
MW185308.1,QOT64130.1,2020-08-27,21525,25346,Australia: Victoria,Oceania
MW185306.1,QOT64106.1,2020-07-27,21551,25372,Australia: Victoria,Oceania
MW185303.1,QOT64070.1,2020-08-02,21547,25368,Australia: Victoria,Oceania
MW185301.1,QOT64046.1,2020-08-12,21525,25346,Australia: Victoria,Oceania
MW185300.1,QOT64034.1,2020-08-21,21525,25346,Australia: Victoria,Oceania
MW185297.1,QOT63998.1,2020-08-08,21509,25330,Australia: Victoria,Oceania
MW185296.1,QOT63986.1,2020-07-27,21514,25335,Australia: Victoria,Oceania
MW185295.1,QOT63974.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185293.1,QOT63950.1,2020-07-29,21560,25381,Australia: Victoria,Oceania
MW185291.1,QOT63926.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW185290.1,QOT63914.1,2020-08-27,21521,25342,Australia: Victoria,Oceania
MW185289.1,QOT63902.1,2020-08-03,21525,25346,Australia: Victoria,Oceania
MW185288.1,QOT63890.1,2020-09-09,21524,25345,Australia: Victoria,Oceania
MW185287.1,QOT63878.1,2020-08-13,21525,25346,Australia: Victoria,Oceania
MW185286.1,QOT63866.1,2020-09-17,21509,25330,Australia: Victoria,Oceania
MW185285.1,QOT63854.1,2020-09-26,21524,25345,Australia: Victoria,Oceania
MW185283.1,QOT63830.1,2020-08-05,21514,25335,Australia: Victoria,Oceania
MW185282.1,QOT63818.1,2020-07-28,21525,25346,Australia: Victoria,Oceania
MW185280.1,QOT63794.1,2020-08-20,21525,25346,Australia: Victoria,Oceania
MW185279.1,QOT63782.1,2020-08-09,21525,25346,Australia: Victoria,Oceania
MW185278.1,QOT63770.1,2020-08-13,21524,25345,Australia: Victoria,Oceania
MW185277.1,QOT63758.1,2020-08-09,21524,25345,Australia: Victoria,Oceania
MW185275.1,QOT63734.1,2020-09-25,21516,25337,Australia: Victoria,Oceania
MW185274.1,QOT63722.1,2020-09-01,21525,25346,Australia: Victoria,Oceania
MW185273.1,QOT63710.1,2020-07-30,21525,25346,Australia: Victoria,Oceania
MW185272.1,QOT63698.1,2020-08-11,21516,25337,Australia: Victoria,Oceania
MW185271.1,QOT63686.1,2020-08-04,21516,25337,Australia: Victoria,Oceania
MW185269.1,QOT63662.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185268.1,QOT63650.1,2020,21514,25335,Australia: Victoria,Oceania
MW185267.1,QOT63638.1,2020-07-24,21525,25346,Australia: Victoria,Oceania
MW185266.1,QOT63626.1,2020-07-20,21518,25339,Australia: Victoria,Oceania
MW185265.1,QOT63614.1,2020-08-07,21525,25346,Australia: Victoria,Oceania
MW185264.1,QOT63602.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185263.1,QOT63590.1,2020-08-20,21518,25339,Australia: Victoria,Oceania
MW185262.1,QOT63578.1,2020-07-18,21525,25346,Australia: Victoria,Oceania
MW185261.1,QOT63566.1,2020-08-12,21525,25346,Australia: Victoria,Oceania
MW185259.1,QOT63542.1,2020-07-29,21524,25345,Australia: Victoria,Oceania
MW185258.1,QOT63530.1,2020-07-24,21525,25346,Australia: Victoria,Oceania
MW185257.1,QOT63518.1,2020-08-19,21524,25345,Australia: Victoria,Oceania
MW185256.1,QOT63506.1,2020-08-31,21527,25348,Australia: Victoria,Oceania
MW185253.1,QOT63470.1,2020-09-19,21509,25330,Australia: Victoria,Oceania
MW185252.1,QOT63458.1,2020-09-24,21525,25346,Australia: Victoria,Oceania
MW185251.1,QOT63446.1,2020-07-27,21514,25335,Australia: Victoria,Oceania
MW185250.1,QOT63434.1,2020-07-07,21525,25346,Australia: Victoria,Oceania
MW185249.1,QOT63422.1,2020-09-15,21524,25345,Australia: Victoria,Oceania
MW185248.1,QOT63410.1,2020-08-06,21524,25345,Australia: Victoria,Oceania
MW185247.1,QOT63398.1,2020-08-18,21516,25337,Australia: Victoria,Oceania
MW185245.1,QOT63374.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185242.1,QOT63338.1,2020-09-19,21509,25330,Australia: Victoria,Oceania
MW185239.1,QOT63302.1,2020-07-28,21524,25345,Australia: Victoria,Oceania
MW185238.1,QOT63290.1,2020-08-18,21518,25339,Australia: Victoria,Oceania
MW185237.1,QOT63278.1,2020-08-12,21511,25332,Australia: Victoria,Oceania
MW185234.1,QOT63242.1,2020-08-06,21513,25334,Australia: Victoria,Oceania
MW185233.1,QOT63230.1,2020-07-27,21524,25345,Australia: Victoria,Oceania
MW185232.1,QOT63218.1,2020-08-03,21524,25345,Australia: Victoria,Oceania
MW185231.1,QOT63206.1,2020-08-21,21524,25345,Australia: Victoria,Oceania
MW185228.1,QOT63170.1,2020-07-29,21525,25346,Australia: Victoria,Oceania
MW185227.1,QOT63158.1,2020-08-27,21525,25346,Australia: Victoria,Oceania
